User_ID,Customer_Name,Gender,Age,Occupation,Monthly_Income,Phone_Number,Email,Account_Number,UPI_ID,City,State,Preferred_Payment_Method,Preferred_Device,Preferred_Browser,Average_Spending,Maximum_Spending,Preferred_Transaction_Hour,Account_Creation_Date,Account_Age_Days
USR0500,Geetika Shan,Male,43,Freelancer,240430,5284624248,geetika.shan466@gmail.com,ACC2534993610,geetika344@pay,Mumbai,Maharashtra,UPI,Tablet,Firefox,5279,63348,15,2019-08-06,2555
USR0501,Madhavi Garde,Male,19,Software Engineer,161141,6905382634,madhavi.garde703@gmail.com,ACC7493077954,madhavi209@pay,Ahmedabad,Gujarat,Net Banking,Windows Laptop,Chrome,7941,127056,19,2025-09-04,334
USR0502,Amol Bala,Male,63,Lawyer,116896,6485626699,amol.bala391@gmail.com,ACC5347326358,amol363@pay,Kolkata,West Bengal,Credit Card,Windows Laptop,Safari,7662,53634,13,2026-06-14,51
USR0503,Wyatt Gupta,Female,65,Lawyer,230681,1902454052,wyatt.gupta305@gmail.com,ACC9150660834,wyatt756@pay,Ahmedabad,Gujarat,Net Banking,iPhone,Chrome,1676,18436,16,2022-02-25,1621
USR0504,Abdul Bahl,Female,51,Government Employee,37331,3459649578,abdul.bahl784@gmail.com,ACC2613930214,abdul16@pay,Kochi,Kerala,Net Banking,Windows Laptop,Safari,1932,36708,11,2023-11-13,995
USR0505,Gunbir Srinivasan,Male,29,Lawyer,95881,4693771421,gunbir.srinivasan512@gmail.com,ACC8843676736,gunbir864@pay,Jaipur,Rajasthan,Wallet,Windows Laptop,Safari,5081,96539,14,2024-12-08,604
USR0506,Aarna Lad,Male,18,Doctor,88859,4937995726,aarna.lad988@gmail.com,ACC8028975243,aarna137@pay,Delhi,Delhi,Credit Card,MacBook,Firefox,4529,54348,7,2018-10-01,2864
USR0507,Tristan Buch,Male,35,Accountant,37491,4375629217,tristan.buch773@gmail.com,ACC8240940498,tristan720@pay,Kochi,Kerala,UPI,Windows Laptop,Chrome,7424,96512,12,2026-05-27,69
USR0508,Timothy Bora,Male,27,Government Employee,140859,4827842399,timothy.bora375@gmail.com,ACC1701406202,timothy289@pay,Hyderabad,Telangana,Credit Card,MacBook,Edge,899,12586,16,2024-09-12,691
USR0509,Sneha Issac,Male,50,Teacher,220918,9999746700,sneha.issac793@gmail.com,ACC9995846146,sneha780@pay,Hyderabad,Telangana,Debit Card,Tablet,Edge,7647,114705,16,2019-02-05,2737
USR0510,Ekansh Wason,Female,61,Government Employee,45122,1859755830,ekansh.wason603@gmail.com,ACC1617262027,ekansh150@pay,Jaipur,Rajasthan,Wallet,Windows Laptop,Edge,6879,137580,20,2022-08-03,1462
USR0511,Yagnesh Ray,Female,28,Software Engineer,77114,8790493837,yagnesh.ray525@gmail.com,ACC5784450697,yagnesh481@pay,Hyderabad,Telangana,UPI,Android,Firefox,642,12840,18,2020-02-13,2364
USR0512,Qadim Narain,Female,62,Government Employee,56441,1940887937,qadim.narain921@gmail.com,ACC9461564269,qadim186@pay,Ahmedabad,Gujarat,Credit Card,Android,Chrome,2321,20889,11,2021-09-27,1772
USR0513,Vedika Koshy,Male,37,Doctor,75008,3255562850,vedika.koshy90@gmail.com,ACC1479843174,vedika29@pay,Hyderabad,Telangana,Net Banking,MacBook,Chrome,2108,16864,8,2021-02-13,1998
USR0514,Vinaya Dalal,Male,48,Software Engineer,86325,5638267591,vinaya.dalal77@gmail.com,ACC3584676841,vinaya611@pay,Chennai,Tamil Nadu,Debit Card,iPhone,Edge,739,5173,11,2024-10-07,666
USR0515,Amruta Shankar,Female,55,Government Employee,112327,0205131050,amruta.shankar885@gmail.com,ACC3449142215,amruta111@pay,Hyderabad,Telangana,Wallet,Android,Firefox,6363,69993,16,2024-09-17,686
USR0516,Sai Sama,Male,52,Student,210145,9797209836,sai.sama956@gmail.com,ACC8334756553,sai385@pay,Bangalore,Karnataka,Wallet,iPhone,Safari,6017,48136,12,2021-10-09,1760
USR0517,Hemang Nazareth,Female,42,Lawyer,76170,5405353152,hemang.nazareth243@gmail.com,ACC2750534060,hemang789@pay,Jaipur,Rajasthan,Credit Card,Android,Safari,1403,12627,22,2025-03-25,497
USR0518,Mekhala Gade,Female,63,Business,166048,8839916391,mekhala.gade94@gmail.com,ACC6704212255,mekhala128@pay,Chennai,Tamil Nadu,Net Banking,Windows Laptop,Safari,5418,75852,21,2024-02-17,899
USR0519,Parth Anne,Male,53,Lawyer,96176,3720301392,parth.anne203@gmail.com,ACC4679815234,parth926@pay,Kolkata,West Bengal,Net Banking,Windows Laptop,Firefox,604,12080,10,2024-03-01,886
USR0520,Imaran Anand,Female,46,Designer,192634,1175180688,imaran.anand132@gmail.com,ACC5910726286,imaran420@pay,Bangalore,Karnataka,Wallet,Android,Firefox,1030,16480,13,2023-12-23,955
USR0521,Nakul Balay,Female,30,Freelancer,241257,4451419611,nakul.balay135@gmail.com,ACC7438628899,nakul793@pay,Kolkata,West Bengal,Wallet,Tablet,Edge,6695,113815,18,2021-02-10,2001
USR0522,Anjali Shetty,Female,60,Freelancer,126022,1054334491,anjali.shetty533@gmail.com,ACC2197826153,anjali796@pay,Ahmedabad,Gujarat,Net Banking,Android,Chrome,2553,51060,22,2025-01-01,580
USR0523,Akshay Manne,Male,58,Doctor,27791,3880347639,akshay.manne765@gmail.com,ACC5588007201,akshay704@pay,Bangalore,Karnataka,UPI,iPhone,Safari,5452,81780,11,2026-07-02,33
USR0524,Triveni Wali,Female,57,Freelancer,45253,1626070879,triveni.wali686@gmail.com,ACC8591664389,triveni821@pay,Bangalore,Karnataka,Net Banking,iPhone,Edge,5923,118460,22,2026-01-17,199
USR0525,Bhavani Doshi,Female,52,Government Employee,232200,9423087982,bhavani.doshi569@gmail.com,ACC4281204295,bhavani450@pay,Jaipur,Rajasthan,UPI,MacBook,Safari,3076,52292,21,2024-01-28,919
USR0526,Elijah Tiwari,Female,20,Student,66365,7617204659,elijah.tiwari685@gmail.com,ACC4032501215,elijah513@pay,Jaipur,Rajasthan,Net Banking,iPhone,Edge,6363,108171,22,2018-08-28,2898
USR0527,Vedant Mahal,Male,54,Accountant,193035,2091244731,vedant.mahal711@gmail.com,ACC7312821876,vedant585@pay,Jaipur,Rajasthan,Debit Card,Tablet,Chrome,3706,48178,22,2021-07-05,1856
USR0528,Omya Roy,Female,57,Government Employee,220925,7181976527,omya.roy338@gmail.com,ACC1263813981,omya614@pay,Delhi,Delhi,UPI,iPhone,Edge,3357,16785,17,2018-09-06,2889
USR0529,Arya Tailor,Female,24,Lawyer,110477,0847944485,arya.tailor431@gmail.com,ACC2508689990,arya687@pay,Pune,Maharashtra,Debit Card,iPhone,Firefox,5809,81326,9,2020-11-25,2078
USR0530,Guneet Sankar,Male,37,Software Engineer,108498,8052847721,guneet.sankar30@gmail.com,ACC7607449891,guneet48@pay,Hyderabad,Telangana,Net Banking,MacBook,Safari,2684,13420,22,2019-05-19,2634
USR0531,Tamanna Bhakta,Male,38,Lawyer,169514,7762396918,tamanna.bhakta340@gmail.com,ACC3459034771,tamanna837@pay,Kolkata,West Bengal,Net Banking,Android,Firefox,3252,65040,17,2021-07-16,1845
USR0532,Ronith Sengupta,Male,57,Business,115245,0917542548,ronith.sengupta216@gmail.com,ACC4380781824,ronith870@pay,Kolkata,West Bengal,Wallet,iPhone,Edge,2672,16032,16,2025-08-22,347
USR0533,Alka Walla,Female,32,Freelancer,214743,4443175372,alka.walla744@gmail.com,ACC9996812354,alka354@pay,Bangalore,Karnataka,Credit Card,Android,Safari,3998,43978,18,2019-02-09,2733
USR0534,Laksh Chaudhari,Male,59,Business,152288,9031332551,laksh.chaudhari453@gmail.com,ACC2345840745,laksh434@pay,Delhi,Delhi,Net Banking,Windows Laptop,Safari,6001,60010,7,2018-12-02,2802
USR0535,Ganga Mukherjee,Male,54,Accountant,75824,5089176228,ganga.mukherjee284@gmail.com,ACC3691907159,ganga544@pay,Ahmedabad,Gujarat,Debit Card,Windows Laptop,Safari,1710,20520,11,2024-06-10,785
USR0536,Forum Karan,Female,45,Lawyer,103533,2704812677,forum.karan659@gmail.com,ACC7066376657,forum853@pay,Bangalore,Karnataka,Credit Card,iPhone,Edge,6126,73512,19,2019-08-15,2546
USR0537,Indrajit Narula,Male,25,Doctor,70309,5267979814,indrajit.narula261@gmail.com,ACC6628728894,indrajit507@pay,Chennai,Tamil Nadu,Wallet,MacBook,Safari,5799,34794,13,2020-04-12,2305
USR0538,Dalaja Karpe,Male,35,Doctor,27639,0685484495,dalaja.karpe818@gmail.com,ACC8746137515,dalaja684@pay,Delhi,Delhi,Wallet,iPhone,Chrome,6418,128360,7,2024-07-04,761
USR0539,Manan Palla,Male,23,Government Employee,177705,1586555491,manan.palla897@gmail.com,ACC9397041061,manan928@pay,Delhi,Delhi,Credit Card,Android,Safari,7379,66411,14,2023-08-06,1094
USR0540,Ronith Nagarajan,Male,54,Designer,51625,8822563897,ronith.nagarajan690@gmail.com,ACC6376474657,ronith915@pay,Jaipur,Rajasthan,UPI,iPhone,Chrome,6833,102495,17,2023-07-29,1102
USR0541,Chaitanya Dubey,Female,65,Teacher,130852,1036173603,chaitanya.dubey157@gmail.com,ACC1458762697,chaitanya229@pay,Mumbai,Maharashtra,Credit Card,MacBook,Safari,2583,15498,22,2024-07-04,761
USR0542,Pranit Dewan,Female,62,Software Engineer,102965,3206562905,pranit.dewan443@gmail.com,ACC5917357577,pranit496@pay,Jaipur,Rajasthan,Credit Card,Windows Laptop,Chrome,5787,34722,8,2021-05-26,1896
USR0543,Aadi Merchant,Male,34,Designer,120844,6364782905,aadi.merchant664@gmail.com,ACC4723534498,aadi888@pay,Delhi,Delhi,Net Banking,MacBook,Chrome,7952,135184,15,2023-06-01,1160
USR0544,Ishwar Sahota,Female,23,Teacher,97967,3197313122,ishwar.sahota890@gmail.com,ACC4823580587,ishwar947@pay,Mumbai,Maharashtra,Net Banking,Windows Laptop,Safari,6966,41796,15,2022-10-08,1396
USR0545,Isha Acharya,Male,49,Accountant,213184,7682760189,isha.acharya958@gmail.com,ACC8907736885,isha744@pay,Kolkata,West Bengal,Net Banking,Android,Firefox,6221,80873,9,2019-09-07,2523
USR0546,Megha Dhar,Female,44,Freelancer,211163,1576400344,megha.dhar765@gmail.com,ACC6698426649,megha721@pay,Jaipur,Rajasthan,UPI,Android,Firefox,5662,107578,11,2019-05-23,2630
USR0547,Abeer Sekhon,Male,43,Teacher,184704,9273777418,abeer.sekhon331@gmail.com,ACC3473082326,abeer123@pay,Delhi,Delhi,Debit Card,iPhone,Firefox,7438,133884,17,2021-03-27,1956
USR0548,Kiaan Mangal,Female,48,Doctor,88335,0276107711,kiaan.mangal713@gmail.com,ACC2210310334,kiaan96@pay,Hyderabad,Telangana,Net Banking,Windows Laptop,Firefox,3723,63291,14,2019-08-05,2556
USR0549,Aarush Bali,Male,19,Designer,189635,0652206100,aarush.bali651@gmail.com,ACC2986099771,aarush278@pay,Kochi,Kerala,Debit Card,Android,Safari,5562,100116,15,2023-08-16,1084
USR0550,Om Ray,Male,23,Government Employee,64596,0524130521,om.ray130@gmail.com,ACC9650557648,om548@pay,Kochi,Kerala,Net Banking,MacBook,Safari,1470,17640,13,2021-01-14,2028
USR0551,Meghana Sami,Male,35,Business,215675,0223273913,meghana.sami401@gmail.com,ACC5854169162,meghana886@pay,Ahmedabad,Gujarat,Debit Card,Tablet,Firefox,7250,101500,13,2024-07-31,734
USR0552,Girindra Viswanathan,Female,29,Lawyer,227739,3401302625,girindra.viswanathan39@gmail.com,ACC2124420145,girindra642@pay,Hyderabad,Telangana,Net Banking,iPhone,Edge,5275,100225,9,2022-08-31,1434
USR0553,Pavani Rajagopalan,Male,48,Doctor,248443,4110124469,pavani.rajagopalan719@gmail.com,ACC7859904332,pavani84@pay,Pune,Maharashtra,UPI,Tablet,Chrome,926,13890,14,2026-06-17,48
USR0554,Chameli Barad,Female,40,Freelancer,195843,1437753833,chameli.barad736@gmail.com,ACC1195472006,chameli269@pay,Kochi,Kerala,Wallet,Tablet,Safari,2978,50626,18,2025-02-06,544
USR0555,Caleb Seshadri,Male,53,Student,172171,4461518073,caleb.seshadri276@gmail.com,ACC3010409194,caleb101@pay,Hyderabad,Telangana,Credit Card,Tablet,Safari,1661,21593,10,2023-04-06,1216
USR0556,Sudiksha Ghosh,Female,20,Doctor,150865,2155619432,sudiksha.ghosh775@gmail.com,ACC7142172699,sudiksha934@pay,Delhi,Delhi,Credit Card,Tablet,Edge,4735,71025,20,2024-04-23,833
USR0557,Timothy Dayal,Male,38,Accountant,220192,5768390490,timothy.dayal579@gmail.com,ACC8723296882,timothy64@pay,Hyderabad,Telangana,Debit Card,iPhone,Chrome,2383,23830,8,2022-02-08,1638
USR0558,Aarav Dixit,Female,34,Doctor,205063,2277536707,aarav.dixit456@gmail.com,ACC3125625600,aarav462@pay,Ahmedabad,Gujarat,Credit Card,Tablet,Safari,4249,84980,10,2019-06-05,2617
USR0559,Panini Rajagopalan,Male,25,Government Employee,44530,5600401850,panini.rajagopalan899@gmail.com,ACC2220270866,panini864@pay,Mumbai,Maharashtra,Debit Card,Tablet,Edge,5114,56254,7,2019-11-06,2463
USR0560,Geetika Krishnan,Male,44,Software Engineer,84528,7150142642,geetika.krishnan703@gmail.com,ACC2411574423,geetika301@pay,Ahmedabad,Gujarat,UPI,MacBook,Edge,5336,42688,17,2026-01-01,215
USR0561,Azaan Shetty,Male,19,Software Engineer,140647,2793284109,azaan.shetty474@gmail.com,ACC3826115582,azaan347@pay,Ahmedabad,Gujarat,UPI,Tablet,Safari,3161,28449,13,2021-07-10,1851
USR0562,Thomas Nanda,Male,59,Business,104717,4121222165,thomas.nanda771@gmail.com,ACC9893692242,thomas984@pay,Chennai,Tamil Nadu,Wallet,MacBook,Chrome,3767,48971,12,2021-11-01,1737
USR0563,Lila Lala,Male,43,Software Engineer,25377,4042113369,lila.lala176@gmail.com,ACC7023245961,lila672@pay,Mumbai,Maharashtra,Debit Card,Android,Edge,4521,81378,16,2019-12-19,2420
USR0564,Sarthak Mangat,Male,40,Software Engineer,238117,7900185900,sarthak.mangat534@gmail.com,ACC6153407834,sarthak466@pay,Pune,Maharashtra,Net Banking,MacBook,Edge,5112,92016,9,2025-03-17,505
USR0565,Jatin Prabhu,Female,41,Freelancer,68852,7456190557,jatin.prabhu655@gmail.com,ACC2829729510,jatin51@pay,Kolkata,West Bengal,Wallet,Windows Laptop,Safari,6041,72492,11,2022-05-22,1535
USR0566,Vanya Sem,Female,51,Designer,42012,9865999549,vanya.sem489@gmail.com,ACC2878427679,vanya938@pay,Delhi,Delhi,Net Banking,Windows Laptop,Firefox,1546,21644,14,2026-03-03,154
USR0567,Shivansh Handa,Female,36,Freelancer,32511,9135991494,shivansh.handa88@gmail.com,ACC4939782161,shivansh535@pay,Jaipur,Rajasthan,UPI,Tablet,Safari,3883,31064,21,2020-06-03,2253
USR0568,Arjun Rao,Female,40,Business,173503,5389301539,arjun.rao797@gmail.com,ACC3162277965,arjun126@pay,Bangalore,Karnataka,Net Banking,iPhone,Firefox,7405,125885,8,2022-04-18,1569
USR0569,Madhavi Sura,Male,44,Business,102299,6252254086,madhavi.sura751@gmail.com,ACC8173711511,madhavi648@pay,Kochi,Kerala,Credit Card,Windows Laptop,Firefox,2229,22290,9,2025-08-08,361
USR0570,Gavin Kothari,Female,61,Software Engineer,133717,9687396593,gavin.kothari28@gmail.com,ACC5320080287,gavin129@pay,Jaipur,Rajasthan,UPI,iPhone,Safari,4269,72573,22,2019-05-31,2622
USR0571,Ishwar Wadhwa,Female,57,Freelancer,114562,5948259186,ishwar.wadhwa833@gmail.com,ACC2299900457,ishwar138@pay,Kolkata,West Bengal,Debit Card,Android,Firefox,1416,7080,13,2023-01-09,1303
USR0572,Girik Edwin,Male,31,Accountant,190032,8493281407,girik.edwin675@gmail.com,ACC6333405410,girik872@pay,Hyderabad,Telangana,Wallet,iPhone,Chrome,2965,56335,11,2026-07-14,21
USR0573,Meghana Koshy,Female,45,Student,50528,0181751053,meghana.koshy934@gmail.com,ACC8312603168,meghana996@pay,Hyderabad,Telangana,Net Banking,MacBook,Chrome,7543,143317,14,2022-07-01,1495
USR0574,Gautami Chadha,Male,36,Freelancer,237435,7440370400,gautami.chadha62@gmail.com,ACC2433875095,gautami115@pay,Kolkata,West Bengal,Net Banking,MacBook,Safari,6538,91532,8,2024-10-27,646
USR0575,Girish De,Female,43,Accountant,154573,7980534428,girish.de752@gmail.com,ACC3095520970,girish741@pay,Kochi,Kerala,UPI,Tablet,Chrome,3957,59355,9,2022-05-15,1542
USR0576,Ryan Chandra,Female,59,Lawyer,144082,9658850914,ryan.chandra516@gmail.com,ACC8070288470,ryan469@pay,Bangalore,Karnataka,Net Banking,Android,Firefox,2859,31449,22,2026-05-22,74
USR0577,Sara Viswanathan,Female,46,Teacher,153073,1516044163,sara.viswanathan611@gmail.com,ACC8116581001,sara144@pay,Mumbai,Maharashtra,Credit Card,MacBook,Safari,7324,117184,22,2019-05-05,2648
USR0578,Jeet Borde,Male,57,Teacher,94044,2303266911,jeet.borde693@gmail.com,ACC3073995755,jeet187@pay,Bangalore,Karnataka,Debit Card,iPhone,Safari,1326,23868,22,2020-05-29,2258
USR0579,Tara Chada,Female,33,Teacher,165969,2927210229,tara.chada28@gmail.com,ACC6415129153,tara703@pay,Chennai,Tamil Nadu,Debit Card,iPhone,Chrome,7109,49763,17,2024-03-31,856
USR0580,Ekansh Ray,Female,25,Freelancer,79425,5216182682,ekansh.ray585@gmail.com,ACC6257450736,ekansh274@pay,Bangalore,Karnataka,Credit Card,Windows Laptop,Chrome,6808,88504,11,2024-08-28,706
USR0581,Kamala Saini,Male,63,Student,134773,7685017697,kamala.saini995@gmail.com,ACC5068981129,kamala853@pay,Ahmedabad,Gujarat,Wallet,Android,Chrome,1868,14944,13,2020-05-29,2258
USR0582,Zayan Bakshi,Female,28,Business,205640,3564731745,zayan.bakshi790@gmail.com,ACC7467776722,zayan760@pay,Ahmedabad,Gujarat,UPI,iPhone,Edge,3241,29169,10,2019-08-12,2549
USR0583,Isha Memon,Male,46,Lawyer,221646,7945422433,isha.memon261@gmail.com,ACC7329335818,isha303@pay,Chennai,Tamil Nadu,Wallet,iPhone,Chrome,2679,42864,20,2026-06-06,59
USR0584,Chanakya Pathak,Female,58,Teacher,59743,3592149421,chanakya.pathak441@gmail.com,ACC4381065875,chanakya151@pay,Jaipur,Rajasthan,Net Banking,MacBook,Safari,7856,149264,18,2025-09-05,333
USR0585,Mugdha Kunda,Male,46,Doctor,221890,8247494849,mugdha.kunda744@gmail.com,ACC5052915145,mugdha96@pay,Chennai,Tamil Nadu,Credit Card,Windows Laptop,Safari,6827,68270,20,2024-02-08,908
USR0586,Barkha Singh,Male,43,Student,193061,3023329962,barkha.singh934@gmail.com,ACC3467704659,barkha656@pay,Hyderabad,Telangana,Wallet,Windows Laptop,Safari,3793,53102,17,2023-08-20,1080
USR0587,David Kala,Female,18,Business,158357,3603419983,david.kala952@gmail.com,ACC7029868098,david669@pay,Kochi,Kerala,Debit Card,Tablet,Safari,6213,99408,19,2023-11-07,1001
USR0588,Devika Patla,Male,37,Software Engineer,29691,6968060112,devika.patla352@gmail.com,ACC4779036992,devika542@pay,Jaipur,Rajasthan,Wallet,Windows Laptop,Firefox,1260,17640,17,2022-05-22,1535
USR0589,Janani Joshi,Male,19,Student,228823,3844871830,janani.joshi616@gmail.com,ACC2111065867,janani862@pay,Jaipur,Rajasthan,Credit Card,MacBook,Chrome,6496,38976,18,2025-07-05,395
USR0590,Xiti Om,Female,58,Designer,112923,1493727008,xiti.om58@gmail.com,ACC5043037541,xiti469@pay,Bangalore,Karnataka,Credit Card,Tablet,Chrome,4212,63180,14,2020-08-02,2193
USR0591,Nitesh Bhargava,Male,40,Business,94589,2132174491,nitesh.bhargava698@gmail.com,ACC4167591308,nitesh117@pay,Kochi,Kerala,Credit Card,Tablet,Firefox,7240,115840,21,2025-04-06,485
USR0592,Jasmit Kapur,Male,27,Lawyer,237169,3525099182,jasmit.kapur93@gmail.com,ACC1396204771,jasmit445@pay,Kolkata,West Bengal,Debit Card,MacBook,Firefox,4154,29078,18,2025-08-04,365
USR0593,Karan Dhar,Female,55,Designer,156038,6280542874,karan.dhar902@gmail.com,ACC9475140777,karan853@pay,Kolkata,West Bengal,Debit Card,iPhone,Firefox,4471,84949,11,2025-04-01,490
USR0594,Warda Dhar,Male,62,Teacher,139388,8020798351,warda.dhar43@gmail.com,ACC4206177239,warda976@pay,Ahmedabad,Gujarat,Wallet,Windows Laptop,Chrome,5428,97704,10,2023-06-15,1146
USR0595,Yoshita Ahluwalia,Male,41,Freelancer,95914,2695286298,yoshita.ahluwalia545@gmail.com,ACC1658437876,yoshita390@pay,Chennai,Tamil Nadu,Credit Card,Windows Laptop,Edge,2908,58160,7,2021-04-17,1935
USR0596,Chakradhar Kade,Male,27,Freelancer,130561,2996418850,chakradhar.kade969@gmail.com,ACC9135754389,chakradhar920@pay,Chennai,Tamil Nadu,Credit Card,iPhone,Firefox,7210,144200,7,2024-10-31,642
USR0597,Nachiket Yogi,Male,53,Government Employee,37711,0537357825,nachiket.yogi437@gmail.com,ACC6915482645,nachiket864@pay,Chennai,Tamil Nadu,Wallet,iPhone,Firefox,4635,88065,21,2020-09-20,2144
USR0598,Tara Dubey,Female,27,Government Employee,43413,0100686295,tara.dubey690@gmail.com,ACC7973263691,tara406@pay,Kochi,Kerala,Debit Card,MacBook,Edge,4931,29586,21,2024-09-03,700
USR0599,Dhruv Banerjee,Female,59,Software Engineer,247004,4086150517,dhruv.banerjee734@gmail.com,ACC9696467331,dhruv655@pay,Hyderabad,Telangana,Credit Card,Tablet,Chrome,5774,40418,13,2019-03-04,2710
USR0600,Isaiah Chada,Male,54,Designer,69648,2057721118,isaiah.chada524@gmail.com,ACC4852002754,isaiah133@pay,Ahmedabad,Gujarat,Wallet,iPhone,Chrome,2752,30272,14,2023-10-17,1022
USR0601,Nihal Muni,Female,23,Designer,179083,6318552765,nihal.muni421@gmail.com,ACC3529276291,nihal513@pay,Pune,Maharashtra,UPI,Windows Laptop,Safari,1978,35604,7,2025-01-23,558
USR0602,Saumya Jani,Female,42,Business,43861,6985748686,saumya.jani111@gmail.com,ACC3326924276,saumya302@pay,Bangalore,Karnataka,Debit Card,iPhone,Edge,6793,47551,11,2025-07-13,387
USR0603,Siddharth Mukherjee,Female,44,Doctor,35443,7217594220,siddharth.mukherjee994@gmail.com,ACC2397112924,siddharth37@pay,Kochi,Kerala,UPI,Windows Laptop,Safari,1308,19620,11,2022-09-04,1430
USR0604,Kashish Cherian,Female,38,Business,118438,5615999064,kashish.cherian63@gmail.com,ACC1869986241,kashish780@pay,Bangalore,Karnataka,Wallet,Tablet,Firefox,4538,77146,10,2020-08-16,2179
USR0605,Manya Ravi,Female,21,Government Employee,141850,1648080182,manya.ravi426@gmail.com,ACC5576108188,manya39@pay,Jaipur,Rajasthan,Net Banking,iPhone,Chrome,2704,21632,14,2021-05-31,1891
USR0606,Neelima Pall,Male,37,Freelancer,126626,1203896525,neelima.pall95@gmail.com,ACC3149340695,neelima811@pay,Ahmedabad,Gujarat,Debit Card,Windows Laptop,Firefox,6906,82872,20,2025-01-23,558
USR0607,Jagrati Pradhan,Female,20,Student,233029,3693798813,jagrati.pradhan994@gmail.com,ACC5175059577,jagrati10@pay,Ahmedabad,Gujarat,UPI,MacBook,Edge,5397,70161,19,2022-07-08,1488
USR0608,Wazir Mody,Female,58,Teacher,173395,7695181636,wazir.mody298@gmail.com,ACC1195355435,wazir766@pay,Jaipur,Rajasthan,Wallet,Tablet,Chrome,2962,20734,19,2022-05-11,1546
USR0609,Anmol Raju,Male,26,Designer,93258,4571071768,anmol.raju225@gmail.com,ACC7239376653,anmol261@pay,Kolkata,West Bengal,Credit Card,Windows Laptop,Firefox,4266,63990,7,2025-06-13,417
USR0610,Chanchal Dash,Male,59,Student,179589,2920393425,chanchal.dash14@gmail.com,ACC4871676777,chanchal698@pay,Ahmedabad,Gujarat,Debit Card,MacBook,Safari,6746,114682,9,2023-10-23,1016
USR0611,Amaira Aggarwal,Male,52,Student,238125,8841326397,amaira.aggarwal698@gmail.com,ACC5825033229,amaira842@pay,Ahmedabad,Gujarat,Net Banking,Tablet,Edge,3668,36680,7,2022-08-31,1434
USR0612,Omisha Bhargava,Male,47,Government Employee,70591,1240639204,omisha.bhargava19@gmail.com,ACC2536829594,omisha102@pay,Ahmedabad,Gujarat,Wallet,Windows Laptop,Firefox,2419,48380,18,2026-07-04,31
USR0613,Riya Sandal,Male,35,Accountant,204561,3691794073,riya.sandal224@gmail.com,ACC1030646323,riya850@pay,Kochi,Kerala,Net Banking,Android,Edge,5162,103240,12,2023-11-10,998
USR0614,Ayaan Sandhu,Male,60,Freelancer,196206,4195826328,ayaan.sandhu588@gmail.com,ACC1753890647,ayaan612@pay,Kochi,Kerala,Debit Card,Android,Firefox,2626,31512,15,2026-02-05,180
USR0615,Lajita Mahajan,Male,61,Student,201662,7862349927,lajita.mahajan639@gmail.com,ACC2949597857,lajita970@pay,Jaipur,Rajasthan,Net Banking,Android,Edge,4043,72774,15,2021-12-24,1684
USR0616,Benjamin Vasa,Male,61,Designer,142312,1994013520,benjamin.vasa380@gmail.com,ACC4097617527,benjamin58@pay,Ahmedabad,Gujarat,Credit Card,MacBook,Safari,3090,15450,19,2024-02-01,915
USR0617,Mitesh Bahri,Male,39,Software Engineer,169899,8205593680,mitesh.bahri765@gmail.com,ACC8256557537,mitesh990@pay,Chennai,Tamil Nadu,UPI,iPhone,Firefox,1847,27705,16,2021-04-15,1937
USR0618,Maanas Kumer,Male,58,Software Engineer,27306,4092096790,maanas.kumer452@gmail.com,ACC4470587327,maanas616@pay,Ahmedabad,Gujarat,Credit Card,Windows Laptop,Firefox,1383,27660,14,2024-01-31,916
USR0619,Kevin Narasimhan,Female,21,Government Employee,156229,4177756914,kevin.narasimhan976@gmail.com,ACC1536125194,kevin72@pay,Mumbai,Maharashtra,UPI,MacBook,Edge,7791,54537,11,2024-11-19,623
USR0620,Tarak Nadig,Male,46,Student,99028,2608313700,tarak.nadig651@gmail.com,ACC2854734360,tarak114@pay,Kochi,Kerala,UPI,Tablet,Chrome,2915,49555,19,2024-07-10,755
USR0621,Ekiya Ram,Male,57,Lawyer,81108,0811994069,ekiya.ram816@gmail.com,ACC5340522065,ekiya403@pay,Kochi,Kerala,Net Banking,MacBook,Chrome,3282,16410,21,2019-11-16,2453
USR0622,Bimala Lad,Female,55,Teacher,48313,9364867280,bimala.lad22@gmail.com,ACC9880035879,bimala818@pay,Bangalore,Karnataka,Debit Card,Tablet,Firefox,5721,74373,18,2021-05-14,1908
USR0623,Shivani Sarin,Female,48,Freelancer,136555,0831128419,shivani.sarin258@gmail.com,ACC1189282613,shivani140@pay,Hyderabad,Telangana,Credit Card,Tablet,Safari,4703,75248,16,2020-11-14,2089
USR0624,Liam Mani,Male,27,Accountant,100917,4820425840,liam.mani361@gmail.com,ACC6545077429,liam18@pay,Kochi,Kerala,Wallet,Tablet,Firefox,969,11628,8,2021-05-14,1908
USR0625,Abeer Jani,Female,40,Teacher,72526,7689489673,abeer.jani814@gmail.com,ACC5588759271,abeer203@pay,Mumbai,Maharashtra,Net Banking,MacBook,Edge,7479,112185,16,2024-02-27,889
USR0626,Arjun Sinha,Female,39,Doctor,47485,1407810749,arjun.sinha907@gmail.com,ACC5476181191,arjun234@pay,Ahmedabad,Gujarat,UPI,iPhone,Firefox,4321,47531,14,2020-03-21,2327
